num_contrato,Status,Prazo,DataInicio,Tipo,Valor,id_cliente,id_colaborador
E40648159,1,36,2021-08-26,Consignado,827.59,C05910,F0043
E99258256,1,18,2022-03-27,Automático,1364.01,C05911,F0010
E31591272,1,12,2021-01-19,Automático,1003.66,C05911,F0058
E39071326,0,12,2022-03-09,Refinanciamento,261.62,C05911,F0011
E42789593,1,12,2023-07-16,Refinanciamento,10685.7,C05912,F0032
E68027138,1,6,2022-06-24,Refinanciamento,1215.87,C05913,F0074
E78291104,1,24,2022-10-03,Pessoal,1180.19,C05913,F0010
E11919493,1,12,2023-05-10,Refinanciamento,558.41,C05913,F0057
E75211882,1,12,2023-04-09,Consignado,1403.53,C05915,F0026
E64459351,1,36,2023-04-06,Consignado,5552.62,C05915,F0069
E51452150,1,18,2022-08-17,Refinanciamento,3169.34,C05915,F0064
E36539447,1,24,2023-10-14,Refinanciamento,4594.67,C05916,F0071
E22598378,1,24,2021-11-17,Automático,4742.8,C05916,F0051
E18196646,1,6,2022-02-26,Refinanciamento,7451.67,C05917,F0058
E87639371,1,24,2023-08-28,Consignado,7943.99,C05919,F0038
E67640724,1,24,2022-11-07,Consignado,6632.74,C05920,F0055
E43929939,1,36,2021-03-02,Pessoal,14553.62,C05921,F0098
E74530691,1,18,2023-08-19,Refinanciamento,1305.75,C05922,F0010
E36780237,1,24,2022-06-20,Refinanciamento,7502.92,C05922,F0007
E62750609,1,36,2023-02-03,Refinanciamento,516.72,C05923,F0006
E36793369,1,24,2021-06-04,Refinanciamento,6256.73,C05924,F0061
E11919319,1,36,2021-02-18,Pessoal,2225.18,C05925,F0081
E23349759,1,36,2022-04-06,Refinanciamento,6597.74,C05929,F0096
E72739604,1,6,2023-06-06,Refinanciamento,2379.87,C05930,F0049
E92568302,1,24,2023-03-19,Refinanciamento,1286.17,C05933,F0049
E23827387,1,36,2022-03-23,Consignado,825.75,C05933,F0034
E99518017,1,6,2023-12-22,Automático,1382.76,C05934,F0058
E91154168,1,12,2021-12-26,Automático,1895.68,C05936,F0028
E21799399,1,18,2022-04-27,Automático,6637.04,C05937,F0043
E52348306,1,12,2022-07-13,Automático,1199.4,C05939,F0093
E19530603,1,6,2023-08-28,Consignado,1442.68,C05939,F0029
E77371316,1,24,2021-07-02,Automático,2573.4,C05939,F0064
E10251350,1,6,2022-05-04,Consignado,13490.21,C05941,F0085
E31542837,1,36,2023-12-16,Automático,7688.22,C05942,F0008
E52336137,1,18,2023-03-09,Consignado,719.37,C05947,F0005
E31124802,0,12,2022-07-23,Pessoal,427.51,C05947,F0071
E37372667,1,24,2023-10-02,Automático,1190.04,C05947,F0081
E87461580,1,12,2021-12-15,Consignado,341.12,C05948,F0064
E24655858,1,24,2021-12-26,Consignado,361.47,C05948,F0073
E26403091,1,36,2023-10-18,Pessoal,893.34,C05948,F0011
E17681669,0,18,2021-04-08,Refinanciamento,458.68,C05949,F0016
E39341403,1,6,2022-03-27,Pessoal,466.88,C05949,F0041
E25171871,1,24,2022-12-23,Pessoal,2278.76,C05950,F0091
E10432236,0,6,2022-09-06,Consignado,7996.49,C05950,F0077
E54455635,1,6,2022-03-21,Automático,3010.81,C05950,F0024
E73855436,1,24,2021-02-18,Refinanciamento,969.69,C05952,F0016
E14774128,1,6,2022-12-23,Pessoal,1395.89,C05953,F0099
E49768216,1,24,2022-09-13,Consignado,1413.78,C05953,F0022
E96698325,0,36,2021-02-17,Refinanciamento,420.42,C05953,F0088
E95259066,1,18,2023-04-16,Consignado,1078.33,C05957,F0044
E89620122,1,12,2022-02-10,Automático,1008.05,C05957,F0045
E11918607,1,18,2023-09-14,Pessoal,1426.03,C05958,F0039
E28376671,0,12,2022-10-13,Pessoal,261.43,C05958,F0019
E64620126,1,24,2023-09-17,Consignado,1262.96,C05958,F0045
E17278948,1,24,2022-12-25,Automático,462.91,C05959,F0090
E87718866,1,24,2022-03-11,Pessoal,6647.91,C05964,F0039
E60997133,1,6,2021-03-18,Consignado,11510.14,C05966,F0009
E48245574,1,24,2021-09-11,Pessoal,962.59,C05967,F0002
E68342338,1,6,2023-10-23,Automático,1144.74,C05967,F0093
E10089781,1,36,2023-03-02,Consignado,413.14,C05967,F0002
E16431412,1,18,2021-05-14,Automático,1059.57,C05968,F0027
E29123324,1,6,2022-08-25,Pessoal,353.44,C05969,F0035
E86041987,1,24,2021-03-10,Consignado,1469.0,C05969,F0090
E33072380,1,24,2021-01-19,Refinanciamento,523.27,C05970,F0041
E90500032,1,6,2021-04-17,Pessoal,202.3,C05970,F0052
E28223086,1,6,2023-02-02,Automático,14889.63,C05971,F0034
E89737292,1,6,2021-06-21,Automático,3455.06,C05972,F0029
E50409408,1,36,2022-10-16,Refinanciamento,1050.5,C05972,F0041
E24003752,1,12,2021-07-11,Pessoal,6244.63,C05972,F0003
E27418316,1,18,2023-11-01,Refinanciamento,3649.13,C05975,F0027
E64574339,0,36,2022-11-20,Consignado,32291.06,C05976,F0067
E67623603,1,18,2022-10-09,Automático,1508.45,C05978,F0057
E99846548,1,24,2022-07-21,Refinanciamento,5071.07,C05982,F0081
E26741431,1,36,2022-03-27,Consignado,3671.97,C05982,F0023
E18837241,1,6,2022-12-24,Consignado,884.75,C05984,F0008
E14979459,0,18,2021-06-09,Automático,235.77,C05984,F0051
E99118296,1,24,2023-03-20,Refinanciamento,1258.31,C05984,F0027
E18591683,0,6,2022-09-17,Automático,14484.22,C05985,F0071
E95154584,1,6,2023-05-05,Consignado,13740.28,C05985,F0091
E35129987,1,6,2023-08-05,Pessoal,3335.1,C05986,F0089
E71736977,1,24,2022-06-15,Automático,7356.72,C05987,F0066
E60992250,1,12,2023-01-03,Consignado,6707.55,C05987,F0077
E95977158,0,6,2022-05-01,Refinanciamento,4647.72,C05987,F0012
E48789797,1,18,2022-11-17,Refinanciamento,1561.91,C05988,F0028
E17042098,1,24,2022-07-19,Pessoal,4409.97,C05989,F0063
E82836708,1,6,2021-12-21,Consignado,31511.58,C05990,F0034
E41051437,1,12,2021-07-03,Automático,17086.32,C05990,F0001
E87288378,1,18,2022-05-19,Refinanciamento,37191.07,C05990,F0006
E15710532,1,24,2022-08-07,Consignado,11192.79,C05991,F0033
E92339131,1,36,2023-05-22,Consignado,1529.92,C05992,F0035
E17142098,1,24,2022-11-22,Refinanciamento,2106.64,C05992,F0046
E90054055,1,24,2023-12-12,Refinanciamento,616.52,C05994,F0059
E65917115,1,36,2021-03-22,Pessoal,807.79,C05996,F0052
E56743990,1,12,2021-05-08,Pessoal,15558.48,C05997,F0064
E93960794,1,12,2022-11-24,Automático,919.29,C05999,F0026
E92938271,1,6,2023-04-24,Automático,589.02,C05999,F0020
E81078310,0,36,2023-02-16,Pessoal,1304.83,C05999,F0075
E36141082,1,18,2023-11-17,Automático,21098.68,C06002,F0026
E58370039,1,24,2023-06-16,Pessoal,3251.47,C06004,F0052
E67260797,1,12,2021-04-03,Consignado,745.22,C06006,F0030
E80332402,1,36,2023-06-23,Automático,204.68,C06009,F0012
E11560188,1,6,2023-04-07,Consignado,6934.49,C06010,F0097
E76587610,1,12,2022-04-11,Refinanciamento,4951.89,C06010,F0026
E36003931,1,6,2022-02-21,Pessoal,1241.8,C06011,F0074
E18346226,1,36,2022-04-16,Refinanciamento,390.92,C06011,F0074
E23468158,1,6,2022-02-11,Refinanciamento,6607.08,C06014,F0048
E31315796,1,36,2022-12-22,Consignado,3590.53,C06014,F0023
E83773909,0,6,2022-02-12,Pessoal,219.98,C06017,F0054
E63232021,1,24,2023-09-26,Pessoal,1137.53,C06017,F0056
E67075307,1,18,2022-01-22,Automático,6224.47,C06019,F0096
E66756377,1,12,2023-04-04,Consignado,1070.91,C06019,F0059
E85573985,1,12,2022-07-09,Consignado,5035.82,C06020,F0063
E47574379,0,36,2023-03-01,Pessoal,4422.22,C06020,F0050
E38969920,0,18,2021-04-08,Automático,7192.84,C06023,F0006
E20974592,1,36,2021-11-17,Consignado,4204.98,C06023,F0090
E13296199,0,36,2023-06-09,Refinanciamento,1034.57,C06023,F0088
E69685257,1,6,2021-01-14,Pessoal,9835.75,C06026,F0066
E93963404,1,36,2023-06-12,Consignado,5606.4,C06028,F0044
E72689185,1,6,2023-10-09,Pessoal,1219.22,C06028,F0052
E73607871,1,18,2021-07-07,Refinanciamento,3507.61,C06028,F0082
E83893036,1,24,2023-02-03,Refinanciamento,4718.51,C06029,F0009
E79084143,1,12,2023-12-24,Refinanciamento,4310.31,C06029,F0098
E53354062,0,12,2023-12-25,Refinanciamento,706.04,C06030,F0045
E79181346,1,36,2023-06-01,Consignado,468.46,C06030,F0069
E33486235,1,24,2023-10-09,Refinanciamento,7367.62,C06031,F0091
E47985006,1,6,2021-01-08,Automático,3988.82,C06031,F0056
E95090378,1,36,2023-09-09,Refinanciamento,6678.75,C06031,F0004
E19384890,0,18,2022-05-23,Pessoal,910.16,C06032,F0018
E75128606,1,36,2022-03-18,Pessoal,21855.63,C06034,F0073
E13832277,1,36,2021-11-10,Pessoal,10506.4,C06034,F0092
E65304321,1,24,2023-02-19,Automático,647.55,C06035,F0069
E86124160,1,24,2023-07-22,Refinanciamento,781.13,C06035,F0086
E20858867,1,18,2023-03-11,Refinanciamento,1148.29,C06035,F0075
E26755006,1,18,2022-11-02,Pessoal,8994.95,C06038,F0098
E51185309,1,24,2022-07-17,Consignado,14152.05,C06038,F0096
E50168779,1,6,2021-07-26,Consignado,8572.67,C06040,F0086
E35784523,0,18,2023-05-12,Automático,11656.05,C06040,F0039
E80789920,1,6,2022-05-02,Consignado,38881.51,C06041,F0025
E28395029,1,18,2022-10-28,Automático,33242.08,C06041,F0093
E57627360,1,18,2023-05-16,Refinanciamento,5198.99,C06042,F0093
E28269466,1,24,2021-07-07,Automático,4931.52,C06042,F0097
E32452049,1,6,2023-07-17,Consignado,307.47,C06043,F0042
E67691589,1,18,2022-04-07,Pessoal,613.84,C06043,F0019
E43150982,1,12,2022-03-07,Pessoal,775.23,C06043,F0055
E46941301,1,6,2021-05-01,Refinanciamento,3715.8,C06044,F0090
E86869749,1,24,2022-01-16,Automático,9622.39,C06045,F0052
E18972155,1,6,2022-01-04,Pessoal,9989.54,C06045,F0041
E49231691,1,36,2022-07-08,Refinanciamento,5907.78,C06047,F0093
E26797696,1,6,2021-01-06,Automático,25543.87,C06048,F0007
E69846305,1,12,2023-01-28,Consignado,29566.04,C06048,F0024
E55076229,1,24,2022-06-12,Pessoal,6574.64,C06049,F0013
E26105328,1,36,2023-08-12,Refinanciamento,1020.0,C06051,F0007
E83258704,1,12,2023-10-09,Consignado,4091.89,C06051,F0069
E54789232,1,18,2023-03-20,Refinanciamento,4940.97,C06051,F0071
E78483780,1,6,2022-05-13,Consignado,5019.8,C06052,F0031
E69343599,1,24,2021-08-27,Refinanciamento,417.96,C06053,F0008
E34994784,1,18,2022-04-22,Consignado,840.63,C06053,F0096
E60839853,1,18,2022-03-09,Consignado,11681.75,C06054,F0069
E82736911,1,6,2021-08-25,Automático,14644.28,C06054,F0061
E95043513,1,6,2023-01-26,Pessoal,11371.26,C06054,F0030
E43919045,1,24,2021-12-20,Refinanciamento,1780.79,C06057,F0059
E89002495,1,12,2021-09-08,Pessoal,269.31,C06058,F0088
E94608462,1,24,2022-02-06,Pessoal,11005.81,C06065,F0016
E60226892,1,24,2021-09-12,Consignado,2103.36,C06067,F0016
E46716532,1,24,2021-11-02,Automático,10852.05,C06069,F0006
E67280504,1,36,2022-07-11,Refinanciamento,929.39,C06070,F0057
E33379163,1,36,2023-10-19,Pessoal,15979.94,C06072,F0061
E54635704,1,24,2023-12-21,Pessoal,352.18,C06073,F0005
E95785411,1,6,2023-01-24,Pessoal,1360.01,C06073,F0004
E39474091,1,18,2021-06-23,Pessoal,956.02,C06074,F0057
E63048428,1,18,2023-01-10,Automático,914.03,C06077,F0004
E52267453,1,36,2023-02-22,Pessoal,902.38,C06077,F0074
E40074060,1,6,2023-06-08,Pessoal,1386.29,C06077,F0034
E10983335,1,18,2023-04-13,Consignado,7766.96,C06078,F0052
E93132625,0,12,2022-02-01,Refinanciamento,5900.13,C06078,F0083
E47176796,1,36,2022-12-10,Pessoal,7443.87,C06078,F0017
E29565712,1,12,2023-02-06,Consignado,689.34,C06079,F0041
E26544715,1,12,2023-11-23,Automático,14942.73,C06080,F0090
E92970232,1,24,2023-02-01,Refinanciamento,8241.86,C06080,F0043
E60576706,1,18,2022-10-15,Refinanciamento,11127.97,C06080,F0038
E82074782,1,36,2022-04-08,Consignado,12304.29,C06081,F0073
E54030324,1,36,2022-04-10,Pessoal,9366.7,C06081,F0028
E76570955,1,24,2022-06-28,Pessoal,10604.47,C06082,F0006
E78670354,1,18,2023-05-16,Refinanciamento,38326.9,C06082,F0095
E77991281,1,36,2021-09-04,Pessoal,7111.52,C06083,F0071
E83470977,1,12,2022-01-01,Automático,11405.74,C06083,F0022
E79624658,1,12,2022-12-02,Consignado,14135.03,C06083,F0096
E70438746,1,6,2023-11-20,Consignado,2770.16,C06087,F0043
E76286061,1,24,2023-05-13,Refinanciamento,6618.01,C06087,F0077
E34916597,1,24,2023-03-21,Automático,998.22,C06088,F0013
E68894804,1,12,2023-02-07,Pessoal,1071.98,C06089,F0076
E43291793,1,6,2023-12-16,Consignado,1393.96,C06091,F0012
E18416665,1,18,2023-10-15,Refinanciamento,641.96,C06091,F0096
E87171261,1,24,2022-02-19,Refinanciamento,1310.06,C06093,F0039
E28518787,1,36,2022-12-02,Pessoal,4467.39,C06094,F0093
E57604616,1,36,2022-05-08,Refinanciamento,24021.04,C06095,F0042
E85381730,1,24,2021-02-07,Consignado,998.8,C06097,F0005
E21842042,1,6,2023-05-26,Pessoal,6555.31,C06099,F0030
E44174191,1,18,2022-01-11,Automático,4196.92,C06100,F0058
E89563933,1,24,2023-05-07,Consignado,1858.19,C06100,F0001
E45291602,1,18,2023-12-11,Automático,10394.76,C06101,F0069
E30161048,1,12,2021-06-06,Pessoal,511.2,C06102,F0097
E31339006,1,12,2022-05-05,Automático,1470.27,C06104,F0067
E23782043,1,12,2022-01-02,Pessoal,1514.43,C06105,F0074
E91844398,1,6,2023-02-11,Refinanciamento,1978.76,C06105,F0042
E73746116,1,12,2022-10-06,Automático,3464.13,C06106,F0008
E15724395,1,18,2023-04-08,Automático,6892.25,C06108,F0044
E65319916,1,12,2022-07-02,Pessoal,4387.58,C06108,F0065
E26319737,1,6,2023-11-08,Pessoal,9661.92,C06109,F0013
E63230400,0,12,2023-05-13,Consignado,6215.15,C06110,F0079
E93590367,1,18,2022-05-13,Consignado,4430.97,C06110,F0023
E36510286,1,6,2022-05-05,Pessoal,14856.1,C06112,F0084
E26163824,1,18,2022-10-22,Automático,7834.43,C06114,F0055
E12716191,1,24,2021-09-04,Refinanciamento,1976.45,C06114,F0003
E27729739,1,6,2023-11-22,Consignado,612.06,C06115,F0091
E77786166,1,18,2023-09-06,Refinanciamento,553.84,C06115,F0016
E86835191,0,18,2023-07-13,Automático,491.84,C06116,F0053
E82031866,1,36,2023-06-27,Pessoal,2583.87,C06118,F0035
E83034489,1,18,2023-07-06,Pessoal,2202.49,C06119,F0050
E55510062,1,6,2021-06-08,Refinanciamento,6035.5,C06119,F0087
E82841988,1,18,2022-08-10,Automático,6324.95,C06122,F0077
E98803474,1,18,2023-07-13,Refinanciamento,21484.38,C06123,F0030
E39202704,1,6,2022-01-14,Automático,5259.43,C06124,F0081
E45864626,1,18,2022-10-02,Pessoal,3190.22,C06125,F0034
E99702623,1,18,2022-03-02,Automático,6052.91,C06126,F0034
E57789684,1,6,2023-04-13,Pessoal,7962.08,C06127,F0008
E58344705,1,36,2023-11-03,Automático,4167.0,C06127,F0050
E78403151,1,36,2021-08-05,Consignado,5691.02,C06128,F0023
E50924711,1,24,2023-05-12,Pessoal,8543.97,C06129,F0029
E95450253,1,24,2023-10-16,Consignado,8700.42,C06129,F0074
E84899896,1,24,2023-07-09,Refinanciamento,10457.82,C06130,F0090
E45447965,1,36,2022-01-20,Refinanciamento,7695.55,C06130,F0053
E85133148,0,12,2023-06-18,Refinanciamento,407.93,C06132,F0078
E39022602,1,24,2022-02-23,Pessoal,474.14,C06132,F0064
E12645521,1,36,2022-06-24,Pessoal,214.89,C06133,F0091
E58305764,1,12,2022-06-05,Consignado,6513.5,C06134,F0093
E48347965,1,12,2023-04-19,Consignado,14297.76,C06134,F0083
E38090611,1,12,2023-09-22,Consignado,7239.65,C06135,F0056
E83351798,1,36,2022-04-22,Refinanciamento,5073.8,C06136,F0016
E52576444,1,6,2023-10-12,Automático,8895.75,C06136,F0003
E35809681,1,24,2022-04-05,Automático,603.04,C06138,F0029
E35608225,1,12,2022-12-20,Refinanciamento,1286.79,C06140,F0012
E25825299,1,36,2023-06-26,Pessoal,1415.94,C06141,F0068
E68235876,1,12,2022-09-18,Consignado,5334.62,C06142,F0020
E74964487,0,6,2023-08-08,Pessoal,4579.69,C06143,F0069
E32819034,1,24,2021-09-10,Pessoal,6699.52,C06143,F0060
E32908910,1,6,2021-10-20,Consignado,6513.91,C06143,F0040
E27998044,1,6,2022-04-13,Refinanciamento,11643.28,C06144,F0014
E98882624,1,24,2022-04-25,Refinanciamento,7513.52,C06144,F0064
E92203654,1,6,2023-08-03,Automático,14071.35,C06144,F0069
E19670020,1,36,2021-07-02,Consignado,947.02,C06145,F0029
E49592613,1,18,2023-06-10,Pessoal,13690.59,C06146,F0001
E12229702,1,6,2023-10-15,Pessoal,9439.43,C06146,F0013
E36140189,1,18,2022-09-20,Consignado,14368.99,C06146,F0033
E64817443,1,12,2023-08-10,Pessoal,789.03,C06147,F0086
E92709572,0,12,2022-10-07,Refinanciamento,1145.47,C06147,F0016
E40933903,1,24,2023-02-23,Pessoal,1613.95,C06148,F0070
E92069993,1,18,2022-08-15,Consignado,5787.42,C06148,F0004
E45486863,1,12,2022-10-02,Automático,2194.36,C06148,F0062
E92706573,1,6,2023-09-13,Consignado,288.98,C06149,F0069
E60453750,1,36,2021-01-28,Consignado,23266.28,C06150,F0036
E64750306,1,36,2022-04-21,Consignado,1542.39,C06151,F0036
E98580483,1,18,2022-07-28,Refinanciamento,2849.32,C06151,F0029
E21081666,1,36,2023-03-15,Pessoal,1148.6,C06152,F0040
E83428746,1,36,2021-09-04,Refinanciamento,7545.31,C06153,F0096
E90278873,1,24,2022-05-08,Consignado,6760.19,C06153,F0091
E31466900,1,6,2022-09-01,Automático,6467.83,C06157,F0099
E24573617,1,12,2022-10-13,Refinanciamento,6928.98,C06157,F0082
E25794561,1,12,2022-10-12,Automático,4170.77,C06157,F0023
E51032158,1,12,2021-03-02,Refinanciamento,12140.21,C06158,F0099
E21059952,1,6,2021-11-19,Pessoal,10696.99,C06158,F0034
E76901766,1,36,2022-07-21,Automático,7873.55,C06159,F0090
E19536789,1,36,2023-09-26,Refinanciamento,1179.69,C06160,F0090
E65439905,1,18,2022-03-15,Refinanciamento,7825.48,C06160,F0002
E42925297,1,36,2021-09-18,Pessoal,2508.68,C06160,F0055
E75656338,1,36,2022-07-21,Consignado,1191.29,C06161,F0038
E24245506,1,18,2023-10-16,Pessoal,5724.81,C06161,F0050
E92413599,1,12,2022-10-21,Consignado,4630.4,C06164,F0023
E31444370,1,6,2021-10-10,Consignado,6369.99,C06164,F0094
E85714827,1,6,2021-03-12,Automático,247.21,C06166,F0085
E23918330,1,24,2022-10-21,Pessoal,305.91,C06171,F0081
E90937574,1,12,2023-01-17,Automático,1060.2,C06172,F0003
E31596330,1,6,2021-12-07,Consignado,3991.32,C06173,F0027
E23874826,1,18,2022-01-16,Refinanciamento,1182.67,C06173,F0079
E70368028,1,24,2021-08-25,Automático,16356.54,C06174,F0079
E81719095,1,36,2021-03-24,Refinanciamento,1458.68,C06175,F0039
E50692872,1,6,2021-11-18,Refinanciamento,14594.42,C06179,F0036
E23567396,1,18,2021-02-08,Automático,983.49,C06181,F0073
E97688092,1,18,2023-03-03,Refinanciamento,12654.47,C06182,F0050
E60579988,0,36,2021-04-13,Pessoal,6219.85,C06182,F0007
E30144272,1,18,2021-07-24,Consignado,8111.46,C06182,F0043
E70564078,1,6,2022-09-02,Automático,2372.48,C06183,F0029
E11779037,1,24,2022-12-28,Automático,3638.27,C06183,F0026
E51781490,1,36,2022-09-06,Consignado,4559.96,C06183,F0041
E44128136,1,6,2021-03-11,Automático,592.29,C06184,F0003
E90008707,1,6,2022-11-17,Automático,941.25,C06185,F0081
E43545790,1,36,2023-03-23,Consignado,7638.23,C06188,F0083
E78189148,1,24,2021-03-11,Automático,5703.4,C06188,F0084
E77387419,1,6,2021-09-28,Pessoal,2537.64,C06188,F0071
E63289694,0,6,2022-07-16,Pessoal,318.61,C06190,F0061
E59184321,1,12,2023-08-15,Consignado,1473.97,C06190,F0044
E95010650,1,18,2023-07-11,Pessoal,233.29,C06190,F0074
E34973538,1,6,2021-07-14,Consignado,7860.44,C06191,F0080
E78095629,1,36,2022-07-26,Consignado,4091.26,C06191,F0097
E66899753,1,36,2021-04-22,Consignado,7282.29,C06191,F0040
E85071585,1,36,2022-06-23,Consignado,3363.93,C06192,F0014
E28933587,1,24,2022-03-07,Consignado,6984.69,C06193,F0046
E67278847,1,18,2022-05-06,Automático,1498.37,C06194,F0068
E66852910,1,18,2021-02-21,Refinanciamento,1206.21,C06194,F0033
E56749818,1,12,2022-10-03,Automático,970.33,C06195,F0052
E50683125,1,36,2023-02-05,Refinanciamento,1135.54,C06195,F0002
E78306211,1,36,2021-12-25,Automático,277.79,C06196,F0042
E69410974,1,24,2021-08-02,Consignado,1075.16,C06199,F0078
E23519410,0,24,2023-03-12,Automático,955.86,C06201,F0060
E18710462,0,24,2023-01-13,Consignado,452.2,C06202,F0043
E41283531,1,36,2023-02-14,Consignado,492.43,C06202,F0040
E25652993,1,24,2021-09-13,Automático,7480.03,C06203,F0091
E42230675,1,24,2021-04-11,Refinanciamento,6602.63,C06203,F0003
E85714782,1,12,2021-04-20,Pessoal,6532.31,C06204,F0066
E82394436,1,18,2021-03-19,Automático,4885.68,C06204,F0004
E60927983,1,6,2021-09-04,Consignado,7827.42,C06205,F0045
E44057768,1,6,2023-08-07,Pessoal,6859.06,C06205,F0049
E33138714,1,24,2023-06-01,Refinanciamento,7992.77,C06207,F0030
E21407883,1,24,2023-12-15,Consignado,2098.02,C06207,F0087
E70906893,1,24,2021-07-20,Automático,6535.8,C06209,F0026
E33531198,1,24,2023-02-06,Consignado,2158.85,C06209,F0043
E58554724,1,18,2023-02-20,Consignado,1307.59,C06210,F0048
E76639744,1,12,2023-10-13,Consignado,520.87,C06210,F0042
E89939746,1,24,2023-10-24,Automático,4039.16,C06211,F0024
E90757936,0,6,2021-03-14,Automático,1417.81,C06212,F0045
E96899383,1,18,2023-03-12,Automático,1286.76,C06214,F0065
E88470723,0,24,2022-03-08,Refinanciamento,3350.85,C06215,F0079
E61113397,1,12,2022-02-02,Pessoal,6348.16,C06215,F0083
E66062133,1,12,2023-08-20,Consignado,8855.7,C06216,F0032
E26056192,1,12,2022-04-05,Pessoal,4283.73,C06219,F0007
E78826147,1,18,2023-07-13,Consignado,2666.75,C06219,F0098
E31251422,1,6,2022-01-13,Pessoal,6207.81,C06219,F0037
E74806702,1,24,2023-04-19,Consignado,11052.37,C06220,F0055
E72242463,1,12,2023-08-13,Automático,32328.39,C06220,F0010
E57429743,1,24,2023-10-17,Refinanciamento,2315.16,C06221,F0063
E44700486,1,18,2022-06-24,Refinanciamento,248.08,C06222,F0028
E23577116,1,12,2022-02-10,Automático,1299.05,C06222,F0060
E94806443,1,18,2023-07-01,Pessoal,1419.53,C06223,F0064
E22356912,0,6,2022-04-12,Pessoal,898.3,C06223,F0093
E17039985,0,36,2023-04-01,Pessoal,383.89,C06223,F0040
E58739820,1,24,2022-04-13,Automático,10919.25,C06227,F0078
E23608792,1,24,2021-12-04,Refinanciamento,10317.26,C06227,F0031
E16084449,1,18,2023-12-17,Pessoal,1419.31,C06228,F0010
E53747826,1,36,2023-09-23,Refinanciamento,4291.77,C06232,F0043
E23195395,1,12,2023-01-15,Pessoal,3628.23,C06234,F0036
E10480389,1,18,2023-04-15,Refinanciamento,6909.55,C06234,F0070
E36554728,1,12,2021-07-16,Consignado,13325.81,C06235,F0076
E46194909,1,18,2021-06-19,Refinanciamento,13142.57,C06237,F0050
E19391507,1,12,2023-02-21,Automático,8269.73,C06239,F0047
E87445465,1,24,2022-03-28,Automático,12025.83,C06239,F0035
E72858626,1,12,2023-04-01,Consignado,14089.11,C06239,F0099
E84397052,1,12,2021-03-12,Pessoal,6998.8,C06241,F0047
E89096506,1,24,2021-02-21,Refinanciamento,5027.38,C06241,F0033
E70963140,1,24,2023-04-12,Pessoal,1366.04,C06243,F0015
E48459778,1,18,2021-02-07,Pessoal,722.92,C06244,F0073
E63458863,1,6,2023-10-01,Pessoal,1435.96,C06247,F0060
E20313951,1,18,2023-01-21,Automático,13641.55,C06249,F0054
E83402936,1,18,2022-05-04,Consignado,1101.39,C06252,F0094
E85704448,1,24,2023-04-27,Automático,774.63,C06252,F0025
E42433266,1,36,2022-03-22,Pessoal,15879.14,C06253,F0031
E36733250,1,24,2021-03-14,Automático,10635.52,C06253,F0095
E82172018,1,18,2022-05-20,Consignado,10449.92,C06254,F0071
E93901107,1,18,2022-02-10,Consignado,13425.19,C06258,F0044
E14189728,1,18,2021-07-05,Refinanciamento,24782.76,C06258,F0020
E91692280,1,36,2022-12-05,Pessoal,23085.78,C06259,F0030
E75894087,1,12,2023-03-25,Automático,14764.39,C06259,F0073
E72167465,1,24,2023-01-02,Pessoal,34732.41,C06259,F0041
E11314085,1,18,2023-09-08,Pessoal,5543.15,C06261,F0038
E60481431,1,24,2021-04-12,Automático,13766.75,C06261,F0041
E79818506,1,18,2023-11-03,Refinanciamento,13589.66,C06261,F0020
E57141511,1,18,2021-11-27,Refinanciamento,1304.19,C06263,F0016
E38581030,1,6,2022-06-15,Refinanciamento,671.12,C06263,F0085
E11326229,0,24,2021-05-11,Consignado,311.21,C06263,F0050
E83960854,1,6,2022-08-14,Pessoal,5311.75,C06265,F0077
E62247737,1,36,2021-01-14,Refinanciamento,3002.67,C06265,F0003
E20648640,1,24,2021-07-09,Pessoal,11023.47,C06268,F0054
E47138369,1,36,2022-09-01,Automático,7320.86,C06268,F0049
E56025715,1,36,2023-01-03,Automático,8336.5,C06268,F0071
E57774570,1,24,2023-01-25,Refinanciamento,8631.77,C06269,F0076
E62106761,1,12,2023-12-13,Refinanciamento,1237.11,C06271,F0021
E98939378,0,12,2023-04-26,Refinanciamento,782.8,C06271,F0039
E72187055,1,6,2023-04-15,Refinanciamento,1239.14,C06271,F0032
E14659799,1,24,2023-06-18,Pessoal,11056.03,C06272,F0059
E31127306,1,6,2021-10-08,Refinanciamento,271.09,C06273,F0014
E73625506,1,24,2022-09-01,Pessoal,532.1,C06273,F0048
E19626651,1,6,2022-05-10,Consignado,420.96,C06273,F0094
E46816179,1,18,2023-11-15,Refinanciamento,6344.06,C06275,F0002
E12563776,1,12,2023-01-01,Pessoal,3616.48,C06276,F0020
E42969413,1,6,2021-06-15,Consignado,868.82,C06277,F0049
E26982905,1,6,2022-09-13,Refinanciamento,1189.57,C06277,F0010
E19238333,1,6,2022-10-17,Refinanciamento,694.13,C06277,F0003
E30801434,1,36,2022-07-22,Consignado,5219.0,C06278,F0016
E81827226,1,18,2023-06-25,Automático,7671.32,C06278,F0056
E71347431,1,36,2021-08-21,Automático,482.58,C06279,F0024
E11127484,1,18,2021-07-01,Consignado,513.59,C06279,F0001
E65631534,1,18,2023-05-26,Pessoal,10079.25,C06280,F0043
E25772925,1,18,2022-05-21,Consignado,7112.22,C06282,F0081
E68608083,1,36,2022-05-21,Automático,5064.96,C06282,F0085
